keibajo_code,kyori,wakuban,sample_count,tansho_hit_count,fukusho_hit_count,tansho_hit_rate,fukusho_hit_rate,keibajo_name
46,1400,4,582,75,192,12.89,32.99,金沢
46,1400,5,677,81,222,11.96,32.79,金沢
46,1400,6,778,94,278,12.08,35.73,金沢
46,1400,7,919,95,259,10.34,28.18,金沢
46,1400,8,1019,112,329,10.99,32.29,金沢
46,1500,1,624,75,205,12.02,32.85,金沢
46,1500,2,632,70,201,11.08,31.8,金沢
46,1500,3,682,76,241,11.14,35.34,金沢
46,1500,4,632,77,229,12.18,36.23,金沢
46,1500,5,669,64,219,9.57,32.74,金沢
46,1500,6,805,70,225,8.7,27.95,金沢
46,1500,7,884,100,277,11.31,31.33,金沢
46,1500,8,1035,116,352,11.21,34.01,金沢
46,1700,1,82,11,26,13.41,31.71,金沢
46,1700,2,58,7,25,12.07,43.1,金沢
46,1700,3,61,8,21,13.11,34.43,金沢
46,1700,4,75,8,27,10.67,36.0,金沢
46,1700,5,87,10,26,11.49,29.89,金沢
46,1700,6,98,12,31,12.24,31.63,金沢
46,1700,7,98,13,30,13.27,30.61,金沢
46,1700,8,108,14,34,12.96,31.48,金沢
46,1900,1,15,2,7,13.33,46.67,金沢
46,1900,2,11,1,4,9.09,36.36,金沢
46,1900,3,17,2,6,11.76,35.29,金沢
46,1900,4,24,1,6,4.17,25.0,金沢
46,1900,5,11,2,7,18.18,63.64,金沢
46,1900,6,20,0,6,0.0,30.0,金沢
46,1900,7,20,1,4,5.0,20.0,金沢
46,1900,8,14,2,3,14.29,21.43,金沢
46,2000,1,3,0,0,0.0,0.0,金沢
46,2000,2,8,0,2,0.0,25.0,金沢
46,2000,3,7,1,2,14.29,28.57,金沢
46,2000,4,3,0,0,0.0,0.0,金沢
46,2000,5,10,3,5,30.0,50.0,金沢
46,2000,6,10,0,3,0.0,30.0,金沢
46,2000,7,13,1,1,7.69,7.69,金沢
46,2000,8,13,1,4,7.69,30.77,金沢
46,2100,1,1,0,1,0.0,100.0,金沢
46,2100,2,1,0,0,0.0,0.0,金沢
46,2100,3,1,0,0,0.0,0.0,金沢
46,2100,4,6,0,1,0.0,16.67,金沢
46,2100,5,6,0,1,0.0,16.67,金沢
46,2100,6,4,0,2,0.0,50.0,金沢
46,2100,7,7,1,2,14.29,28.57,金沢
46,2100,8,5,1,2,20.0,40.0,金沢
46,2300,1,3,0,0,0.0,0.0,金沢
46,2300,3,1,0,1,0.0,100.0,金沢
46,2300,4,2,0,0,0.0,0.0,金沢
46,2300,5,3,0,0,0.0,0.0,金沢
46,2300,7,3,1,2,33.33,66.67,金沢
46,2300,8,4,1,2,25.0,50.0,金沢
46,2600,1,1,0,0,0.0,0.0,金沢
46,2600,2,2,0,1,0.0,50.0,金沢
46,2600,3,2,0,0,0.0,0.0,金沢
46,2600,5,3,1,1,33.33,33.33,金沢
46,2600,6,5,0,1,0.0,20.0,金沢
46,2600,7,3,0,1,0.0,33.33,金沢
46,2600,8,4,0,0,0.0,0.0,金沢
47,800,1,69,5,17,7.25,24.64,笠松
47,800,2,54,6,22,11.11,40.74,笠松
47,800,3,64,6,18,9.38,28.12,笠松
47,800,4,65,10,22,15.38,33.85,笠松
47,800,5,59,5,21,8.47,35.59,笠松
47,800,6,55,6,14,10.91,25.45,笠松
47,800,7,69,10,28,14.49,40.58,笠松
47,800,8,84,7,36,8.33,42.86,笠松
47,1400,1,1122,120,350,10.7,31.19,笠松
47,1400,2,1149,133,404,11.58,35.16,笠松
47,1400,3,1165,144,393,12.36,33.73,笠松
47,1400,4,1117,121,361,10.83,32.32,笠松
47,1400,5,1119,128,409,11.44,36.55,笠松
47,1400,6,1203,154,434,12.8,36.08,笠松
47,1400,7,1477,172,516,11.65,34.94,笠松
47,1400,8,1695,234,634,13.81,37.4,笠松
47,1600,1,287,20,81,6.97,28.22,笠松
47,1600,2,293,34,91,11.6,31.06,笠松
47,1600,3,284,27,98,9.51,34.51,笠松
47,1600,4,276,20,78,7.25,28.26,笠松
47,1600,5,284,23,82,8.1,28.87,笠松
47,1600,6,275,26,93,9.45,33.82,笠松
47,1600,7,385,55,135,14.29,35.06,笠松
47,1600,8,454,56,164,12.33,36.12,笠松
47,1800,1,25,2,9,8.0,36.0,笠松
47,1800,2,17,2,9,11.76,52.94,笠松
47,1800,3,22,5,13,22.73,59.09,笠松
47,1800,4,23,4,7,17.39,30.43,笠松
47,1800,5,19,1,7,5.26,36.84,笠松
47,1800,6,19,0,3,0.0,15.79,笠松
47,1800,7,24,4,9,16.67,37.5,笠松
47,1800,8,39,3,9,7.69,23.08,笠松
47,1900,1,9,0,4,0.0,44.44,笠松
47,1900,2,7,1,3,14.29,42.86,笠松
47,1900,3,15,1,3,6.67,20.0,笠松
47,1900,4,8,1,2,12.5,25.0,笠松
47,1900,5,8,1,1,12.5,12.5,笠松
47,1900,6,12,2,5,16.67,41.67,笠松
47,1900,7,19,0,4,0.0,21.05,笠松
47,1900,8,19,3,5,15.79,26.32,笠松
47,2500,1,2,0,1,0.0,50.0,笠松
47,2500,2,3,0,0,0.0,0.0,笠松
47,2500,5,5,1,2,20.0,40.0,笠松
47,2500,6,4,0,0,0.0,0.0,笠松
47,2500,7,2,0,1,0.0,50.0,笠松
47,2500,8,2,1,1,50.0,50.0,笠松
48,800,1,95,8,31,8.42,32.63,名古屋
48,800,2,101,12,31,11.88,30.69,名古屋
48,800,3,110,15,49,13.64,44.55,名古屋
48,800,4,122,17,46,13.93,37.7,名古屋
48,800,5,114,13,37,11.4,32.46,名古屋
48,800,6,98,16,35,16.33,35.71,名古屋
48,800,7,116,20,44,17.24,37.93,名古屋
48,800,8,164,24,84,14.63,51.22,名古屋
48,900,1,4,1,2,25.0,50.0,名古屋
48,900,2,3,0,1,0.0,33.33,名古屋
48,900,3,6,2,3,33.33,50.0,名古屋
48,900,4,6,0,2,0.0,33.33,名古屋
48,900,5,4,1,4,25.0,100.0,名古屋
48,900,7,3,1,1,33.33,33.33,名古屋
48,920,1,35,0,6,0.0,17.14,名古屋
48,920,2,39,4,8,10.26,20.51,名古屋
48,920,3,48,4,16,8.33,33.33,名古屋
48,920,4,50,2,13,4.0,26.0,名古屋
48,920,5,57,6,17,10.53,29.82,名古屋
48,920,6,65,7,23,10.77,35.38,名古屋
48,920,7,78,7,21,8.97,26.92,名古屋
48,920,8,88,17,28,19.32,31.82,名古屋
48,1300,1,16,2,8,12.5,50.0,名古屋
48,1300,2,16,4,7,25.0,43.75,名古屋
48,1300,3,21,2,8,9.52,38.1,名古屋
48,1300,4,12,4,8,33.33,66.67,名古屋
48,1300,5,12,2,6,16.67,50.0,名古屋
48,1300,6,14,2,6,14.29,42.86,名古屋
48,1300,7,19,3,5,15.79,26.32,名古屋
48,1300,8,21,3,5,14.29,23.81,名古屋
48,1400,1,1119,124,375,11.08,33.51,名古屋
48,1400,2,1149,147,349,12.79,30.37,名古屋
48,1400,3,1130,118,370,10.44,32.74,名古屋
48,1400,4,1131,107,362,9.46,32.01,名古屋
48,1400,5,1207,107,370,8.86,30.65,名古屋
48,1400,6,1274,127,382,9.97,29.98,名古屋
48,1400,7,1517,156,491,10.28,32.37,名古屋
48,1400,8,1955,229,681,11.71,34.83,名古屋
48,1500,1,344,22,76,6.4,22.09,名古屋
48,1500,2,316,25,75,7.91,23.73,名古屋
48,1500,3,337,21,83,6.23,24.63,名古屋
48,1500,4,320,25,90,7.81,28.12,名古屋
48,1500,5,557,44,160,7.9,28.73,名古屋
48,1500,6,611,61,173,9.98,28.31,名古屋
48,1500,7,689,72,211,10.45,30.62,名古屋
48,1500,8,673,80,220,11.89,32.69,名古屋
48,1600,1,320,49,130,15.31,40.62,名古屋
48,1600,2,246,41,94,16.67,38.21,名古屋
48,1600,3,267,35,102,13.11,38.2,名古屋
48,1600,4,289,34,93,11.76,32.18,名古屋
48,1600,5,290,36,77,12.41,26.55,名古屋
48,1600,6,335,31,106,9.25,31.64,名古屋
48,1600,7,411,34,114,8.27,27.74,名古屋
48,1600,8,457,45,152,9.85,33.26,名古屋
48,1700,1,75,4,22,5.33,29.33,名古屋
48,1700,2,72,4,15,5.56,20.83,名古屋
48,1700,3,65,5,20,7.69,30.77,名古屋
48,1700,4,67,6,19,8.96,28.36,名古屋
48,1700,5,80,8,23,10.0,28.75,名古屋
48,1700,6,126,18,40,14.29,31.75,名古屋
48,1700,7,123,13,30,10.57,24.39,名古屋
48,1700,8,128,14,37,10.94,28.91,名古屋
48,1800,1,28,2,9,7.14,32.14,名古屋
48,1800,2,27,6,8,22.22,29.63,名古屋
48,1800,3,34,3,11,8.82,32.35,名古屋
48,1800,4,33,4,10,12.12,30.3,名古屋
48,1800,5,42,6,12,14.29,28.57,名古屋
48,1800,6,52,4,14,7.69,26.92,名古屋
48,1800,7,53,3,14,5.66,26.42,名古屋
48,1800,8,45,5,17,11.11,37.78,名古屋
48,1900,1,24,4,10,16.67,41.67,名古屋
48,1900,2,24,2,8,8.33,33.33,名古屋
48,1900,3,20,1,7,5.0,35.0,名古屋
48,1900,4,12,1,4,8.33,33.33,名古屋
48,1900,5,24,5,10,20.83,41.67,名古屋
48,1900,6,34,3,10,8.82,29.41,名古屋
48,1900,7,26,3,10,11.54,38.46,名古屋
48,1900,8,28,6,10,21.43,35.71,名古屋
48,2000,1,7,0,0,0.0,0.0,名古屋
48,2000,2,4,1,2,25.0,50.0,名古屋
48,2000,3,4,1,1,25.0,25.0,名古屋
48,2000,4,9,1,4,11.11,44.44,名古屋
48,2000,5,8,0,1,0.0,12.5,名古屋
48,2000,6,13,1,3,7.69,23.08,名古屋
48,2000,7,10,2,2,20.0,20.0,名古屋
48,2000,8,8,2,5,25.0,62.5,名古屋
48,2100,1,2,0,0,0.0,0.0,名古屋
48,2100,2,2,0,0,0.0,0.0,名古屋
48,2100,3,3,0,0,0.0,0.0,名古屋
48,2100,4,2,0,0,0.0,0.0,名古屋
48,2100,5,2,0,1,0.0,50.0,名古屋
48,2100,6,1,0,0,0.0,0.0,名古屋
48,2100,7,8,1,2,12.5,25.0,名古屋
48,2100,8,4,2,2,50.0,50.0,名古屋
48,2500,1,1,1,1,100.0,100.0,名古屋
48,2500,2,2,0,1,0.0,50.0,名古屋
48,2500,3,4,0,0,0.0,0.0,名古屋
48,2500,4,3,0,0,0.0,0.0,名古屋
48,2500,5,3,0,0,0.0,0.0,名古屋
48,2500,6,3,0,1,0.0,33.33,名古屋
48,2500,7,3,1,1,33.33,33.33,名古屋
48,2500,8,3,0,1,0.0,33.33,名古屋
50,820,1,111,17,34,15.32,30.63,園田
50,820,2,100,10,26,10.0,26.0,園田
50,820,3,89,5,24,5.62,26.97,園田
50,820,4,96,11,31,11.46,32.29,園田
50,820,5,141,7,38,4.96,26.95,園田
50,820,6,152,12,41,7.89,26.97,園田
50,820,7,141,20,53,14.18,37.59,園田
50,820,8,155,18,49,11.61,31.61,園田
50,1230,1,347,32,107,9.22,30.84,園田
50,1230,2,345,43,116,12.46,33.62,園田
50,1230,3,309,39,96,12.62,31.07,園田
50,1230,4,318,28,93,8.81,29.25,園田
50,1230,5,471,38,143,8.07,30.36,園田
50,1230,6,458,44,128,9.61,27.95,園田
50,1230,7,607,48,163,7.91,26.85,園田
50,1230,8,549,62,174,11.29,31.69,園田
50,1400,1,2439,213,701,8.73,28.74,園田
50,1400,2,2429,228,718,9.39,29.56,園田
50,1400,3,2345,230,679,9.81,28.96,園田
50,1400,4,2459,273,762,11.1,30.99,園田
50,1400,5,3018,312,913,10.34,30.25,園田
50,1400,6,3278,317,939,9.67,28.65,園田
50,1400,7,4191,443,1258,10.57,30.02,園田
50,1400,8,4393,514,1428,11.7,32.51,園田
50,1700,1,283,26,95,9.19,33.57,園田
50,1700,2,262,25,89,9.54,33.97,園田
50,1700,3,249,20,76,8.03,30.52,園田
50,1700,4,262,32,90,12.21,34.35,園田
50,1700,5,337,38,105,11.28,31.16,園田
50,1700,6,386,36,114,9.33,29.53,園田
50,1700,7,430,58,133,13.49,30.93,園田
50,1700,8,436,38,111,8.72,25.46,園田
50,1870,1,83,12,32,14.46,38.55,園田
50,1870,2,65,11,26,16.92,40.0,園田
50,1870,3,70,9,28,12.86,40.0,園田
50,1870,4,70,5,18,7.14,25.71,園田
50,1870,5,91,10,28,10.99,30.77,園田
50,1870,6,85,12,27,14.12,31.76,園田
50,1870,7,100,10,27,10.0,27.0,園田
50,1870,8,112,14,32,12.5,28.57,園田
50,2400,1,1,0,0,0.0,0.0,園田
50,2400,2,4,0,1,0.0,25.0,園田
50,2400,3,3,0,0,0.0,0.0,園田
50,2400,4,2,0,0,0.0,0.0,園田
50,2400,5,1,1,1,100.0,100.0,園田
50,2400,6,4,0,0,0.0,0.0,園田
50,2400,7,4,1,1,25.0,25.0,園田
50,2400,8,3,0,2,0.0,66.67,園田
51,800,1,22,1,3,4.55,13.64,姫路
51,800,2,17,1,3,5.88,17.65,姫路
51,800,3,21,2,5,9.52,23.81,姫路
51,800,4,23,1,7,4.35,30.43,姫路
51,800,5,31,4,9,12.9,29.03,姫路
51,800,6,36,2,7,5.56,19.44,姫路
51,800,7,32,4,13,12.5,40.62,姫路
51,800,8,42,10,20,23.81,47.62,姫路
51,1400,1,212,15,44,7.08,20.75,姫路
51,1400,2,195,15,46,7.69,23.59,姫路
51,1400,3,177,23,46,12.99,25.99,姫路
51,1400,4,206,18,58,8.74,28.16,姫路
51,1400,5,253,28,67,11.07,26.48,姫路
51,1400,6,252,22,73,8.73,28.97,姫路
51,1400,7,327,29,122,8.87,37.31,姫路
51,1400,8,355,45,124,12.68,34.93,姫路
51,1500,1,48,5,19,10.42,39.58,姫路
51,1500,2,49,1,12,2.04,24.49,姫路
51,1500,3,53,3,10,5.66,18.87,姫路
51,1500,4,54,8,17,14.81,31.48,姫路
51,1500,5,63,8,17,12.7,26.98,姫路
51,1500,6,60,6,19,10.0,31.67,姫路
51,1500,7,81,7,30,8.64,37.04,姫路
51,1500,8,80,8,29,10.0,36.25,姫路
51,1800,1,11,1,2,9.09,18.18,姫路
51,1800,2,12,0,4,0.0,33.33,姫路
51,1800,3,14,3,7,21.43,50.0,姫路
51,1800,4,17,1,4,5.88,23.53,姫路
51,1800,5,15,2,6,13.33,40.0,姫路
51,1800,6,18,1,6,5.56,33.33,姫路
51,1800,7,24,1,7,4.17,29.17,姫路
51,1800,8,11,1,2,9.09,18.18,姫路
51,2000,1,3,0,0,0.0,0.0,姫路
51,2000,2,1,0,0,0.0,0.0,姫路
51,2000,3,3,0,1,0.0,33.33,姫路
51,2000,4,3,0,0,0.0,0.0,姫路
51,2000,5,5,1,2,20.0,40.0,姫路
51,2000,7,5,2,3,40.0,60.0,姫路
51,2000,8,5,0,4,0.0,80.0,姫路
53,800,1,5,0,1,0.0,20.0,53
53,800,2,6,0,1,0.0,16.67,53
53,800,3,2,1,1,50.0,50.0,53
53,800,4,3,1,1,33.33,33.33,53
53,800,5,4,1,3,25.0,75.0,53
53,800,6,4,0,0,0.0,0.0,53
53,800,7,3,1,3,33.33,100.0,53
53,800,8,4,1,2,25.0,50.0,53
53,1130,1,17,2,5,11.76,29.41,53
53,1130,2,7,1,2,14.29,28.57,53
53,1130,3,18,2,6,11.11,33.33,53
53,1130,4,18,3,6,16.67,33.33,53
53,1130,5,13,2,5,15.38,38.46,53
53,1130,6,18,2,5,11.11,27.78,53
53,1130,7,20,3,7,15.0,35.0,53
53,1130,8,21,2,6,9.52,28.57,53
53,1250,1,322,37,107,11.49,33.23,53
53,1250,2,308,36,120,11.69,38.96,53
53,1250,3,295,35,108,11.86,36.61,53
53,1250,4,300,25,91,8.33,30.33,53
53,1250,5,319,49,117,15.36,36.68,53
53,1250,6,308,50,129,16.23,41.88,53
53,1250,7,381,42,129,11.02,33.86,53
53,1250,8,381,48,138,12.6,36.22,53
53,1600,1,119,17,47,14.29,39.5,53
53,1600,2,114,10,42,8.77,36.84,53
53,1600,3,98,10,35,10.2,35.71,53
53,1600,4,100,8,33,8.0,33.0,53
53,1600,5,101,11,39,10.89,38.61,53
53,1600,6,105,11,32,10.48,30.48,53
53,1600,7,139,13,50,9.35,35.97,53
53,1600,8,169,17,55,10.06,32.54,53
53,1800,1,28,3,9,10.71,32.14,53
53,1800,2,27,3,8,11.11,29.63,53
53,1800,3,24,3,10,12.5,41.67,53
53,1800,4,28,2,10,7.14,35.71,53
53,1800,5,18,1,4,5.56,22.22,53
53,1800,6,15,4,7,26.67,46.67,53
53,1800,7,28,2,12,7.14,42.86,53
53,1800,8,46,6,15,13.04,32.61,53
53,2250,1,1,0,1,0.0,100.0,53
53,2250,2,2,0,0,0.0,0.0,53
53,2250,3,2,0,2,0.0,100.0,53
53,2250,4,2,1,1,50.0,50.0,53
53,2250,5,2,0,2,0.0,100.0,53
53,2250,6,2,0,1,0.0,50.0,53
53,2250,7,2,0,1,0.0,50.0,53
53,2250,8,1,0,0,0.0,0.0,53
53,2600,1,2,0,0,0.0,0.0,53
53,2600,2,1,0,0,0.0,0.0,53
53,2600,4,1,0,1,0.0,100.0,53
53,2600,5,3,1,1,33.33,33.33,53
53,2600,6,4,1,2,25.0,50.0,53
53,2600,7,2,1,1,50.0,50.0,53
53,2600,8,1,0,0,0.0,0.0,53
54,800,1,26,5,14,19.23,53.85,高知
54,800,2,27,3,14,11.11,51.85,高知
54,800,3,21,3,8,14.29,38.1,高知
54,800,4,20,4,7,20.0,35.0,高知
54,800,5,29,4,14,13.79,48.28,高知
54,800,6,37,2,7,5.41,18.92,高知
54,800,7,29,4,11,13.79,37.93,高知
54,800,8,33,3,12,9.09,36.36,高知
54,1300,1,959,85,298,8.86,31.07,高知
54,1300,2,915,92,273,10.05,29.84,高知
54,1300,3,877,78,282,8.89,32.16,高知
54,1300,4,926,103,301,11.12,32.51,高知
54,1300,5,1119,96,325,8.58,29.04,高知
54,1300,6,1329,139,402,10.46,30.25,高知
54,1300,7,1394,156,451,11.19,32.35,高知
54,1300,8,1474,162,463,10.99,31.41,高知
54,1400,1,635,53,195,8.35,30.71,高知
54,1400,2,689,52,175,7.55,25.4,高知
54,1400,3,689,74,213,10.74,30.91,高知
54,1400,4,611,57,173,9.33,28.31,高知
54,1400,5,829,80,239,9.65,28.83,高知
54,1400,6,947,96,270,10.14,28.51,高知
54,1400,7,1139,126,336,11.06,29.5,高知
54,1400,8,1173,140,393,11.94,33.5,高知
54,1600,1,194,20,65,10.31,33.51,高知
54,1600,2,204,32,75,15.69,36.76,高知
54,1600,3,186,18,62,9.68,33.33,高知
54,1600,4,215,23,67,10.7,31.16,高知
54,1600,5,192,26,73,13.54,38.02,高知
54,1600,6,232,31,72,13.36,31.03,高知
54,1600,7,291,30,95,10.31,32.65,高知
54,1600,8,310,22,94,7.1,30.32,高知
54,1800,1,5,0,1,0.0,20.0,高知
54,1800,2,4,0,1,0.0,25.0,高知
54,1800,3,3,1,3,33.33,100.0,高知
54,1800,4,3,1,1,33.33,33.33,高知
54,1800,5,3,0,2,0.0,66.67,高知
54,1800,6,6,0,0,0.0,0.0,高知
54,1800,7,4,0,1,0.0,25.0,高知
54,1800,8,6,1,2,16.67,33.33,高知
54,1900,1,4,1,1,25.0,25.0,高知
54,1900,2,6,0,1,0.0,16.67,高知
54,1900,3,2,0,1,0.0,50.0,高知
54,1900,4,5,0,0,0.0,0.0,高知
54,1900,5,13,1,4,7.69,30.77,高知
54,1900,6,16,2,5,12.5,31.25,高知
54,1900,7,19,4,8,21.05,42.11,高知
54,1900,8,14,0,7,0.0,50.0,高知
54,2400,1,3,1,1,33.33,33.33,高知
54,2400,2,3,0,0,0.0,0.0,高知
54,2400,3,1,0,1,0.0,100.0,高知
54,2400,4,2,0,1,0.0,50.0,高知
54,2400,5,5,0,2,0.0,40.0,高知
54,2400,6,1,0,0,0.0,0.0,高知
54,2400,7,2,0,0,0.0,0.0,高知
54,2400,8,5,1,2,20.0,40.0,高知
55,900,1,99,12,26,12.12,26.26,佐賀
55,900,2,105,13,39,12.38,37.14,佐賀
55,900,3,108,10,39,9.26,36.11,佐賀
55,900,4,87,9,33,10.34,37.93,佐賀
55,900,5,125,13,45,10.4,36.0,佐賀
55,900,6,151,18,51,11.92,33.77,佐賀
55,900,7,152,16,51,10.53,33.55,佐賀
55,900,8,145,27,52,18.62,35.86,佐賀
55,1300,1,555,62,169,11.17,30.45,佐賀
55,1300,2,571,58,208,10.16,36.43,佐賀
55,1300,3,601,76,214,12.65,35.61,佐賀
55,1300,4,586,68,217,11.6,37.03,佐賀
55,1300,5,612,51,190,8.33,31.05,佐賀
55,1300,6,697,61,197,8.75,28.26,佐賀
55,1300,7,848,93,289,10.97,34.08,佐賀
55,1300,8,848,111,306,13.09,36.08,佐賀
55,1400,1,1022,120,333,11.74,32.58,佐賀
55,1400,2,1012,121,318,11.96,31.42,佐賀
55,1400,3,1051,96,339,9.13,32.25,佐賀
55,1400,4,947,93,299,9.82,31.57,佐賀
55,1400,5,1054,109,339,10.34,32.16,佐賀
55,1400,6,1298,147,425,11.33,32.74,佐賀
55,1400,7,1476,165,498,11.18,33.74,佐賀
55,1400,8,1631,187,511,11.47,31.33,佐賀
55,1750,1,98,10,31,10.2,31.63,佐賀
55,1750,2,101,7,35,6.93,34.65,佐賀
55,1750,3,88,11,31,12.5,35.23,佐賀
55,1750,4,100,15,34,15.0,34.0,佐賀
55,1750,5,103,10,35,9.71,33.98,佐賀
55,1750,6,141,12,47,8.51,33.33,佐賀
55,1750,7,147,15,44,10.2,29.93,佐賀
55,1750,8,185,17,57,9.19,30.81,佐賀
55,1800,1,61,7,15,11.48,24.59,佐賀
55,1800,2,68,6,27,8.82,39.71,佐賀
55,1800,3,62,6,20,9.68,32.26,佐賀
55,1800,4,54,6,20,11.11,37.04,佐賀
55,1800,5,72,7,21,9.72,29.17,佐賀
55,1800,6,92,6,21,6.52,22.83,佐賀
55,1800,7,97,13,25,13.4,25.77,佐賀
55,1800,8,100,9,28,9.0,28.0,佐賀
55,1860,1,2,0,1,0.0,50.0,佐賀
55,1860,2,2,0,1,0.0,50.0,佐賀
55,1860,3,4,1,3,25.0,75.0,佐賀
55,1860,4,3,1,3,33.33,100.0,佐賀
55,1860,5,3,0,0,0.0,0.0,佐賀
55,1860,6,4,0,1,0.0,25.0,佐賀
55,1860,7,4,0,0,0.0,0.0,佐賀
55,1860,8,4,0,0,0.0,0.0,佐賀
55,2000,1,21,2,4,9.52,19.05,佐賀
55,2000,2,14,1,6,7.14,42.86,佐賀
55,2000,3,16,1,6,6.25,37.5,佐賀
55,2000,4,14,1,6,7.14,42.86,佐賀
55,2000,5,21,1,6,4.76,28.57,佐賀
55,2000,6,17,1,4,5.88,23.53,佐賀
55,2000,7,26,3,6,11.54,23.08,佐賀
55,2000,8,21,4,6,19.05,28.57,佐賀
55,2500,1,1,0,0,0.0,0.0,佐賀
55,2500,2,1,0,0,0.0,0.0,佐賀
55,2500,3,1,0,1,0.0,100.0,佐賀
55,2500,4,3,0,0,0.0,0.0,佐賀
55,2500,5,2,0,1,0.0,50.0,佐賀
55,2500,6,2,0,0,0.0,0.0,佐賀
55,2500,8,5,0,1,0.0,20.0,佐賀
56,800,3,1,0,0,0.0,0.0,56
56,950,1,13,2,7,15.38,53.85,56
56,950,2,14,2,6,14.29,42.86,56
56,950,3,13,0,4,0.0,30.77,56
56,950,4,13,3,4,23.08,30.77,56
56,950,5,9,2,3,22.22,33.33,56
56,950,6,11,3,5,27.27,45.45,56
56,950,7,14,2,5,14.29,35.71,56
56,950,8,6,1,2,16.67,33.33,56
56,1300,1,18,1,4,5.56,22.22,56
56,1300,2,19,3,9,15.79,47.37,56
56,1300,3,24,6,14,25.0,58.33,56
56,1300,4,17,4,7,23.53,41.18,56
56,1300,5,18,2,7,11.11,38.89,56
56,1300,6,18,7,10,38.89,55.56,56
56,1300,7,9,1,3,11.11,33.33,56
56,1300,8,10,1,3,10.0,30.0,56
56,1400,1,68,4,22,5.88,32.35,56
56,1400,2,71,6,24,8.45,33.8,56
56,1400,3,69,10,30,14.49,43.48,56
56,1400,4,74,14,35,18.92,47.3,56
56,1400,5,81,20,36,24.69,44.44,56
56,1400,6,76,7,25,9.21,32.89,56
56,1400,7,72,9,30,12.5,41.67,56
56,1400,8,73,7,27,9.59,36.99,56
56,1500,1,8,0,1,0.0,12.5,56
56,1500,2,15,1,7,6.67,46.67,56
56,1500,3,14,1,4,7.14,28.57,56
56,1500,4,16,1,6,6.25,37.5,56
56,1500,5,15,2,6,13.33,40.0,56
56,1500,6,15,0,7,0.0,46.67,56
56,1500,7,15,2,5,13.33,33.33,56
56,1500,8,20,0,3,0.0,15.0,56
56,1900,1,5,0,1,0.0,20.0,56
56,1900,4,1,0,0,0.0,0.0,56
56,1900,5,2,1,1,50.0,50.0,56
56,2000,1,2,0,0,0.0,0.0,56
56,2000,3,1,0,1,0.0,100.0,56
56,2000,5,1,0,0,0.0,0.0,56
56,2000,7,1,1,1,100.0,100.0,56
56,2000,8,1,0,0,0.0,0.0,56
58,1000,1,38,1,7,2.63,18.42,58
58,1000,2,34,5,10,14.71,29.41,58
58,1000,3,33,3,7,9.09,21.21,58
58,1000,4,26,2,10,7.69,38.46,58
58,1000,5,49,6,15,12.24,30.61,58
58,1000,6,47,4,14,8.51,29.79,58
58,1000,7,45,5,14,11.11,31.11,58
58,1000,8,59,4,18,6.78,30.51,58
58,1600,1,1,0,0,0.0,0.0,58
58,1600,2,1,0,1,0.0,100.0,58
58,1600,3,2,1,1,50.0,50.0,58
58,1600,4,4,1,2,25.0,50.0,58
58,1600,5,1,1,1,100.0,100.0,58
58,1600,6,2,0,1,0.0,50.0,58
58,1600,7,1,0,0,0.0,0.0,58
58,1600,8,3,0,0,0.0,0.0,58
58,1700,1,27,0,2,0.0,7.41,58
58,1700,2,36,4,15,11.11,41.67,58
58,1700,3,36,1,8,2.78,22.22,58
58,1700,4,33,3,9,9.09,27.27,58
58,1700,5,41,5,12,12.2,29.27,58
58,1700,6,44,5,16,11.36,36.36,58
58,1700,7,51,2,16,3.92,31.37,58
58,1700,8,48,2,18,4.17,37.5,58
58,2485,1,1,0,0,0.0,0.0,58
58,2485,2,1,0,1,0.0,100.0,58
58,2485,4,1,1,1,100.0,100.0,58
58,2485,8,1,0,0,0.0,0.0,58
